,chromosome,strand,start,end,length,overlapping_gene,rna_called_tss,updated_tss,promoter_start,promoter_end,gene_body_start,gene_body_end
300,15,+,904652,906190,1539,YOR314W-A,,900683,900683,900983,900183,900683
663,15,-,906031,908093,2063,YOR316C-A,,908093,908093,908393,907593,908093
301,15,+,909260,911748,2489,YOR317W,,906904,906904,907204,906404,906904
668,15,-,911284,912427,1144,YOR318C,,912427,912427,912727,911927,912427
302,15,+,912368,914028,1661,YOR319W,,911290,911290,911590,910790,911290
669,15,-,913012,915185,2174,YOR320C,,915185,915185,915485,914685,915185
303,15,+,915948,918449,2502,YOR321W,,912625,912625,912925,912125,912625
671,15,-,918178,925079,6902,YOR324C,,925079,925079,925379,924579,925079
304,15,+,925537,930948,5412,YOR326W,,919319,919319,919619,918819,919319
672,15,-,930516,931155,640,YOR327C,,931155,931155,931455,930655,931155
305,15,+,932011,936703,4693,YOR328W,,922501,922501,922801,922001,922501
674,15,-,936486,939395,2910,YOR329C,,939395,939395,939695,938895,939395
675,15,-,939544,943309,3766,YOR330C,,943309,943309,943609,942809,943309
306,15,+,943620,944420,801,YOR332W,,924169,924169,924469,923669,924169
676,15,-,943625,943795,171,YOR331C,,943795,943795,944095,943295,943795
677,15,-,944101,944316,216,YOR331C,,944316,944316,944616,943816,944316
307,15,+,944581,946141,1561,YOR334W,,934018,934018,934318,933518,934018
678,15,-,945982,949218,3237,YOR335C,,949218,949218,949518,948718,949218
308,15,+,949658,958214,8557,YOR336W,,949658,949658,949958,949158,949658
680,15,-,958105,960506,2402,YOR340C,,960506,960506,960806,960006,960506
310,15,+,960483,966534,6052,YOR341W,,939916,939916,940216,939416,939916
681,15,-,966438,968823,2386,YOR343C,,968823,968823,969123,968323,968823
683,15,-,976500,978198,1699,YOR344C,,978198,978198,978498,977698,978198
317,15,+,981683,984927,3245,YOR346W,,981683,981683,981983,981183,981683
685,15,-,982291,986478,4188,YOR347C,,986478,986478,986778,985978,986478
686,15,-,986702,988720,2019,YOR348C,,988720,988720,989020,988220,988720
687,15,-,988865,989003,139,YOR348C,,989003,989003,989303,988503,989003
320,15,+,989788,992955,3168,YOR349W,,989788,989788,990088,989288,989788
688,15,-,989989,994809,4821,YOR350C,,994809,994809,995109,994309,994809
323,15,+,997146,998396,1251,YOR352W,,997146,997146,997446,996646,997146
689,15,-,998279,1000783,2505,YOR353C,,1000783,1000783,1001083,1000283,1000783
690,15,-,1000984,1003181,2198,YOR354C,,1003181,1003181,1003481,1002681,1003181
325,15,+,1003991,1006872,2882,YOR355W,,1003991,1003691,1003991,1003991,1004491
326,15,+,1007140,1009209,2070,YOR356W,,52657,52657,52957,52157,52657
692,15,-,1009084,1009668,585,YOR357C,,1009668,1009668,1009968,1009168,1009668
327,15,+,1010029,1013033,3005,YOR358W,,56444,56444,56744,55944,56444
694,15,-,1013046,1015000,1955,YOR360C,,1015000,1015000,1015300,1014500,1015000
695,15,-,1015149,1019099,3951,YOR362C,,1019099,1019099,1019399,1018599,1019099
697,15,-,1019869,1023531,3663,YOR365C,,1023531,1023531,1023831,1023031,1023531
329,15,+,1023511,1025692,2182,YOR364W,,1023511,1023511,1023811,1023011,1023511
330,15,+,1025919,1028654,2736,YOR367W,,66917,66917,67217,66417,66917
699,15,-,1026459,1028668,2210,YOR369C,,1028668,1028668,1028968,1028168,1028668
700,15,-,1028890,1034226,5337,YOR371C,,1034226,1034226,1034526,1033726,1034226
701,15,-,1034439,1036464,2026,YOR372C,,1036464,1036464,1036764,1035964,1036464
332,15,+,1036791,1039456,2666,YOR373W,,73866,73866,74166,73366,73866
333,15,+,1039765,1041531,1767,YOR374W,,74779,74779,75079,74279,74779
707,15,-,1041400,1043076,1677,YOR375C,,1043076,1043076,1043376,1042576,1043076
334,15,+,1044274,1048194,3921,YOR376W-A,,1044274,1044274,1044574,1043774,1044274
711,15,-,1047455,1051465,4011,YOR379C,,1051465,1051465,1051765,1050965,1051465
335,15,+,1049471,1053234,3764,YOR378W,,76288,76288,76588,75788,76288
337,15,+,1054341,1059023,4683,YOR381W,,82226,82226,82526,81726,82226
338,15,+,1059234,1060131,898,YOR382W,,85314,85314,85614,84814,85314
715,15,-,1060187,1064757,4571,YOR383C,,1064757,1064757,1065057,1064257,1064757
339,15,+,1061484,1070207,8724,YOR384W,,88164,88164,88464,87664,88164
341,15,+,1074237,1074786,550,YOR389W,,98764,98764,99064,98264,98764
342,15,+,1075030,1075887,858,YOR389W,,1075030,1075030,1075330,1074530,1075030
343,15,+,1076036,1076141,106,YOR389W,,1076036,1076036,1076336,1075536,1076036
344,15,+,1077607,1078144,538,YOR390W,,102874,102874,103174,102374,102874
312,16,-,12949,13479,531,YPL279C,,13479,13479,13779,12979,13479
314,16,-,15387,15492,106,YPL277C,,15492,15492,15792,14992,15492
315,16,-,15635,16001,367,YPL277C,,16001,16001,16301,15501,16001
316,16,-,16310,16805,496,YPL277C,,16805,16805,17105,16305,16805
1,16,+,22095,25855,3761,YPL274W,,22095,21795,22095,22095,22595
2,16,+,25990,26230,241,YPL273W,,25990,25690,25990,25990,26490
321,16,-,26499,29713,3215,YPL272C,,29713,29713,30013,29213,29713
4,16,+,29816,35054,5239,YPL271W,,29816,29516,29816,29816,30316
5,16,+,35214,37955,2742,YPL268W,,35214,34914,35214,35214,35714
6,16,+,38154,40311,2158,YPL267W,,38154,37854,38154,38154,38654
324,16,-,39754,46500,6747,YPL263C,,46500,46500,46800,46000,46500
7,16,+,40815,43150,2336,YPL265W,,40815,40515,40815,40815,41315
9,16,+,46766,49018,2253,YPL262W,,46766,46466,46766,46766,47266
10,16,+,49213,51178,1966,YPL260W,,49213,48913,49213,49213,49713
326,16,-,51024,52657,1634,YPL259C,,52657,52657,52957,52157,52657
327,16,-,53396,56444,3049,YPL258C,,56444,56444,56744,55944,56444
14,16,+,62657,64883,2227,YPL257W,,62657,62357,62657,62657,63157
330,16,-,64708,66917,2210,YPL256C,,66917,66917,67217,66417,66917
16,16,+,67550,69086,1537,YPL255W,,67550,67250,67550,67550,68050
17,16,+,69274,73205,3932,YPL254W,,69274,68974,69274,69274,69774
331,16,-,70882,72973,2092,YPL253C,,72973,72973,73273,72473,72973
332,16,-,73205,73866,662,YPL252C,,73866,73866,74166,73366,73866
333,16,-,73991,74779,789,YPL250C,,74779,74779,75079,74279,74779
18,16,+,75136,75947,812,YPL250W-A,,75136,74836,75136,75136,75636
335,16,-,75461,76288,828,YPL249C-A,,76288,76288,76588,75788,76288
336,16,-,76563,79348,2786,YPL249C,,79348,79348,79648,78848,79348
337,16,-,79504,82226,2723,YPL248C,,82226,82226,82526,81726,82226
338,16,-,82496,85314,2819,YPL246C,,85314,85314,85614,84814,85314
22,16,+,85485,87064,1580,YPL245W,,85485,85185,85485,85485,85985
339,16,-,86804,88164,1361,YPL244C,,88164,88164,88464,87664,88164
23,16,+,88147,90498,2352,YPL243W,,88147,87847,88147,88147,88647
340,16,-,90272,96160,5889,YPL241C,,96160,96160,96460,95660,96160
341,16,-,96316,98764,2449,YPL240C,,98764,98764,99064,98264,98764
27,16,+,99007,101478,2472,YPL239W,,99007,98707,99007,99007,99507
344,16,-,101177,102874,1698,YPL236C,,102874,102874,103174,102374,102874
28,16,+,103064,104872,1809,YPL235W,,103064,102764,103064,103064,103564
345,16,-,104621,105474,854,YPL234C,,105474,105474,105774,104974,105474
29,16,+,105025,108337,3313,YPL233W,,105025,104725,105025,105025,105525
30,16,+,108557,114458,5902,YPL231W,,108557,108257,108557,108557,109057
31,16,+,115256,115408,153,YPL230W,,115256,114956,115256,115256,115756
32,16,+,115898,116537,640,YPL230W,,115898,115598,115898,115898,116398
33,16,+,117064,117952,889,YPL229W,,117064,116764,117064,117064,117564
34,16,+,118267,120199,1933,YPL228W,,118267,117967,118267,118267,118767
353,16,-,120045,121317,1273,YPL227C,,121317,121317,121617,120817,121317
35,16,+,121497,125655,4159,YPL226W,,121497,121197,121497,121497,121997
36,16,+,125967,126588,622,YPL225W,,125967,125667,125967,125967,126467
354,16,-,126397,128219,1823,YPL224C,,128219,128219,128519,127719,128219
355,16,-,128413,129195,783,YPL223C,,129195,129195,129495,128695,129195
38,16,+,130009,132290,2282,YPL222W,,130009,129709,130009,130009,130509
356,16,-,131600,132579,980,YPL222C-A,,132579,132579,132879,132079,132579
39,16,+,132547,135602,3056,YPL221W,,132547,132247,132547,132547,133047
40,16,+,135753,136143,391,YPL220W,,135753,135453,135753,135753,136253
41,16,+,136365,138273,1909,YPL220W,,136365,136065,136365,136365,136865
42,16,+,138642,139831,1190,YPL218W,,138642,138342,138642,138642,139142
358,16,-,139334,144067,4734,YPL217C,,144067,144067,144367,143567,144067
44,16,+,143429,148594,5166,YPL216W,,143429,143129,143429,143429,143929
360,16,-,148448,150226,1779,YPL214C,,150226,150226,150526,149726,150226
45,16,+,150600,151450,851,YPL213W,,150600,150300,150600,150600,151100
361,16,-,151309,153141,1833,YPL212C,,153141,153141,153441,152641,153141
46,16,+,153455,154295,841,YPL211W,,153455,153155,153455,153455,153955
362,16,-,154079,156228,2150,YPL210C,,156228,156228,156528,155728,156228
363,16,-,156358,157561,1204,YPL209C,,157561,157561,157861,157061,157561
47,16,+,157838,159653,1816,YPL208W,,157838,157538,157838,157838,158338
48,16,+,159842,162426,2585,YPL207W,,159842,159542,159842,159842,160342
364,16,-,162320,164028,1709,YPL205C,,164028,164028,164328,163528,164028
50,16,+,163937,165902,1966,YPL204W,,163937,163637,163937,163937,164437
51,16,+,166095,168106,2012,YPL203W,,166095,165795,166095,166095,166595
365,16,-,167570,169363,1794,YPL202C,,169363,169363,169663,168863,169363
366,16,-,169708,170089,382,YPL201C,,170089,170089,170389,169589,170089
367,16,-,170307,170457,151,YPL201C,,170457,170457,170757,169957,170457
368,16,-,170643,170808,166,YPL201C,,170808,170808,171108,170308,170808
370,16,-,171564,172727,1164,YPL199C,,172727,172727,173027,172227,172727
53,16,+,173089,174380,1292,YPL198W,,173089,172789,173089,173089,173589
54,16,+,174561,176016,1456,YPL198W,,174561,174261,174561,174561,175061
55,16,+,176187,183142,6956,YPL195W,,176187,175887,176187,176187,176687
372,16,-,182426,184645,2220,YPL191C,,184645,184645,184945,184145,184645
373,16,-,184820,187777,2958,YPL190C,,187777,187777,188077,187277,187777
374,16,-,187987,188553,567,YPL189C-A,,188553,188553,188853,188053,188553
60,16,+,189052,191130,2079,YPL189W,,189052,188752,189052,189052,189552
61,16,+,191399,192913,1515,YPL188W,,191399,191099,191399,191399,191899
376,16,-,194239,199179,4941,YPL184C,,199179,199179,199479,198679,199179
62,16,+,195442,195602,161,YPL185W,,195442,195142,195442,195442,195942
63,16,+,198189,199518,1330,YPL183W-A,,198189,197889,198189,198189,198689
377,16,-,199363,202517,3155,YPL183C,,202517,202517,202817,202017,202517
64,16,+,203252,205047,1796,YPL181W,,203252,202952,203252,203252,203752
65,16,+,205206,210091,4886,YPL180W,,205206,204906,205206,205206,205706
67,16,+,212109,212900,792,YPL178W,,212109,211809,212109,212109,212609
382,16,-,212904,214078,1175,YPL177C,,214078,214078,214378,213578,214078
385,16,-,215687,218339,2653,YPL176C,,218339,218339,218639,217839,218339
70,16,+,218644,220520,1877,YPL175W,,218644,218344,218644,218644,219144
387,16,-,219496,222818,3323,YPL174C,,222818,222818,223118,222318,222818
71,16,+,223107,224179,1073,YPL173W,,223107,222807,223107,223107,223607
388,16,-,224179,225805,1627,YPL172C,,225805,225805,226105,225305,225805
389,16,-,226028,227400,1373,YPL171C,,227400,227400,227700,226900,227400
73,16,+,228221,228945,725,YPL170W,,228221,227921,228221,228221,228721
391,16,-,228767,230817,2051,YPL169C,,230817,230817,231117,230317,230817
74,16,+,231142,232588,1447,YPL168W,,231142,230842,231142,231142,231642
392,16,-,232425,237084,4660,YPL167C,,237084,237084,237384,236584,237084
75,16,+,237336,239181,1846,YPL166W,,237336,237036,237336,237336,237836
393,16,-,237640,237901,262,YPL165C,,237901,237901,238201,237401,237901
394,16,-,238131,238305,175,YPL165C,,238305,238305,238605,237805,238305
395,16,-,238434,244076,5643,YPL162C,,244076,244076,244376,243576,244076
396,16,-,244203,246198,1996,YPL161C,,246198,246198,246498,245698,246198
80,16,+,246868,250639,3772,YPL160W,,246868,246568,246868,246868,247368
397,16,-,250582,251711,1130,YPL159C,,251711,251711,252011,251211,251711
398,16,-,251933,254431,2499,YPL158C,,254431,254431,254731,253931,254431
84,16,+,254705,256869,2165,YPL157W,,254705,254405,254705,254705,255205
399,16,-,255408,259325,3918,YPL155C,,259325,259325,259625,258825,259325
400,16,-,259545,261147,1603,YPL154C,,261147,261147,261447,260647,261147
401,16,-,261555,264321,2767,YPL153C,,264321,264321,264621,263821,264321
88,16,+,264616,266228,1613,YPL152W-A,,264616,264616,264916,264116,264616
402,16,-,265956,267888,1933,YPL151C,,267888,267888,268188,267388,267888
89,16,+,267791,271041,3251,YPL150W,,267791,267491,267791,267791,268291
90,16,+,271257,272361,1105,YPL149W,,271257,270957,271257,271257,271757
404,16,-,271994,272881,888,YPL148C,,272881,272881,273181,272381,272881
91,16,+,273260,275945,2686,YPL147W,,273260,272960,273260,273260,273760
405,16,-,275886,279933,4048,YPL145C,,279933,279933,280233,279433,279933
92,16,+,280402,281268,867,YPL144W,,280402,280102,280402,280402,280902
93,16,+,282026,283250,1225,YPL143W,,282026,282026,282326,281526,282026
407,16,-,282654,282883,230,YPL142C,,282883,282883,283183,282383,282883
408,16,-,283075,286303,3229,YPL141C,,286303,286303,286603,285803,286303
409,16,-,287264,289225,1962,YPL140C,,289225,289225,289525,288725,289225
410,16,-,289562,292413,2852,YPL138C,,292413,292413,292713,291913,292413
411,16,-,292611,297147,4537,YPL137C,,297147,297147,297447,296647,297147
95,16,+,296399,296748,350,YPL136W,,296399,296099,296399,296399,296899
96,16,+,297022,298543,1522,YPL135W,,297022,297022,297322,296522,297022
412,16,-,298422,301366,2945,YPL133C,,301366,301366,301666,300866,301366
97,16,+,301589,302835,1247,YPL132W,,301589,301589,301889,301089,301589
98,16,+,303051,304347,1297,YPL131W,,303051,303051,303351,302551,303051
99,16,+,305322,306258,937,YPL129W,,305322,305322,305622,304822,305322
417,16,-,306145,308222,2078,YPL128C,,308222,308222,308522,307722,308222
418,16,-,308476,309594,1119,YPL127C,,309594,309594,309894,309094,309594
102,16,+,309902,317586,7685,YPL126W,,309902,309602,309902,309902,310402
419,16,-,317431,318929,1499,YPL123C,,318929,318929,319229,318429,318929
420,16,-,319109,320727,1619,YPL122C,,320727,320727,321027,320227,320727
103,16,+,322078,324888,2811,YPL120W,,322078,321778,322078,322078,322578
421,16,-,323680,326174,2495,YPL119C,,326174,326174,326474,325674,326174
105,16,+,326571,327757,1187,YPL118W,,326571,326571,326871,326071,326571
422,16,-,327659,328831,1173,YPL117C,,328831,328831,329131,328331,328831
106,16,+,329473,331801,2329,YPL116W,,329473,329173,329473,329473,329973
423,16,-,331707,335673,3967,YPL115C,,335673,335673,335973,335173,335673
424,16,-,335835,337091,1257,YPL113C,,337091,337091,337391,336591,337091
107,16,+,335853,337428,1576,YPL114W,,335853,335853,336153,335353,335853
425,16,-,337307,338791,1485,YPL112C,,338791,338791,339091,338291,338791
108,16,+,339887,341506,1620,YPL111W,,339887,339887,340187,339387,339887
428,16,-,340946,347361,6416,YPL109C,,347361,347361,347661,346861,347361
111,16,+,348474,350331,1858,YPL108W,,348474,348474,348774,347974,348474
431,16,-,349837,352313,2477,YPL106C,,352313,352313,352613,351813,352313
432,16,-,352653,355368,2716,YPL105C,,355368,355368,355668,354868,355368
114,16,+,355668,357823,2156,YPL104W,,355668,355668,355968,355168,355668
433,16,-,357647,359364,1718,YPL103C,,359364,359364,359664,358864,359364
115,16,+,360191,364389,4199,YPL101W,,360191,360191,360491,359691,360191
434,16,-,363157,364760,1604,YPL098C,,364760,364760,365060,364260,364760
116,16,+,364945,366517,1573,YPL097W,,364945,364945,365245,364445,364945
435,16,-,366340,366748,409,YPL096C-A,,366748,366748,367048,366248,366748
117,16,+,366909,368189,1281,YPL096W,,366909,366909,367209,366409,366909
436,16,-,367965,370652,2688,YPL094C,,370652,370652,370952,370152,370652
120,16,+,370905,373141,2237,YPL093W,,370905,370905,371205,370405,370905
121,16,+,373605,377129,3525,YPL092W,,373605,373605,373905,373105,373605
438,16,-,377079,377366,288,YPL090C,,377366,377366,377666,376866,377366
439,16,-,377573,378437,865,YPL090C,,378437,378437,378737,377937,378437
440,16,-,378833,381426,2594,YPL089C,,381426,381426,381726,380926,381426
122,16,+,379148,384548,5401,YPL088W,,379148,379148,379448,378648,379148
441,16,-,384605,386445,1841,YPL086C,,386445,386445,386745,385945,386445
123,16,+,386907,393822,6916,YPL085W,,386907,386607,386907,386907,387407
124,16,+,393999,396689,2691,YPL084W,,393999,393999,394299,393499,393999
443,16,-,394951,398107,3157,YPL083C,,398107,398107,398407,397607,398107
444,16,-,398271,404162,5892,YPL082C,,404162,404162,404462,403662,404162
125,16,+,404958,407645,2688,YPL081W,,404958,404958,405258,404458,404958
446,16,-,407699,408757,1059,YPL078C,,408757,408757,409057,408257,408757
447,16,-,408906,410065,1160,YPL077C,,410065,410065,410365,409565,410065
127,16,+,410281,412052,1772,YPL076W,,410281,410281,410581,409781,410281
128,16,+,412212,415559,3348,YPL075W,,412212,412212,412512,411712,412212
129,16,+,415747,418135,2389,YPL074W,,415747,415747,416047,415247,415747
130,16,+,418354,420039,1686,YPL072W,,418354,418354,418654,417854,418354
450,16,-,419833,420512,680,YPL071C,,420512,420512,420812,420012,420512
131,16,+,420752,423036,2285,YPL070W,,420752,420752,421052,420252,420752
451,16,-,422658,423847,1190,YPL069C,,423847,423847,424147,423347,423847
452,16,-,424098,425846,1749,YPL067C,,425846,425846,426146,425346,425846
132,16,+,425753,427751,1999,YPL066W,,425753,425753,426053,425253,425753
133,16,+,427909,428752,844,YPL065W,,427909,427909,428209,427409,427909
454,16,-,428561,429575,1015,YPL064C,,429575,429575,429875,429075,429575
134,16,+,429821,431569,1749,YPL063W,,429821,429821,430121,429321,429821
135,16,+,432497,435864,3368,YPL061W,,432497,432497,432797,431997,432497
138,16,+,444536,445255,720,YPL059W,,444536,444536,444836,444036,444536
462,16,-,444999,454926,9928,YPL055C,,454926,454926,455226,454426,454926
142,16,+,455751,456993,1243,YPL054W,,455751,455751,456051,455251,455751
465,16,-,456932,458476,1545,YPL053C,,458476,458476,458776,457976,458476
143,16,+,458768,460697,1930,YPL052W,,458768,458768,459068,458268,458768
467,16,-,460580,462106,1527,YPL050C,,462106,462106,462406,461606,462106
468,16,-,462269,464042,1774,YPL049C,,464042,464042,464342,463542,464042
145,16,+,464316,466748,2433,YPL048W,,464316,464316,464616,463816,464316
469,16,-,466235,466916,682,YPL046C,,466916,466916,467216,466416,466916
146,16,+,467167,472497,5331,YPL045W,,467167,467167,467467,466667,467167
473,16,-,472889,478955,6067,YPL040C,,478955,478955,479255,478455,478955
149,16,+,479229,481162,1934,YPL039W,,479229,479229,479529,478729,479229
475,16,-,480709,482941,2233,YPL037C,,482941,482941,483241,482441,482941
151,16,+,482314,486194,3881,YPL036W,,482314,482314,482614,481814,482314
